Date,StationID,Temperature,Humidity,Dew_Point,Wind_Speed,Wind_Gust,Pressure,Precip,Station_City
10/10/2017,1,79.29166666666667,87.20833333333333,74.95833333333333,6.875,0.6666666666666666,29.61,0.0,Clayton
10/10/2017,2,79.29166666666667,87.20833333333333,74.95833333333333,6.875,0.6666666666666666,29.61,0.0,Durham
10/11/2016,1,54.125,74.91666666666667,44.791666666666664,3.3333333333333335,0.0,29.902083333333334,0.0,Clayton
10/11/2016,2,54.125,74.91666666666667,44.791666666666664,3.3333333333333335,0.0,29.902083333333334,0.0,Durham
10/12/2016,1,58.375,82.625,52.375,1.4166666666666667,0.0,29.8,0.0,Clayton
10/12/2016,2,58.375,82.625,52.375,1.4166666666666667,0.0,29.8,0.0,Durham
10/17/2017,1,52.625,64.91666666666667,39.666666666666664,5.541666666666667,3.9583333333333335,29.834999999999997,0.0,Clayton
10/17/2017,2,52.625,64.91666666666667,39.666666666666664,5.541666666666667,3.9583333333333335,29.834999999999997,0.0,Durham
10/18/2017,1,51.625,71.04166666666667,39.708333333333336,2.5833333333333335,0.0,29.87125,0.0,Clayton
10/18/2017,2,51.625,71.04166666666667,39.708333333333336,2.5833333333333335,0.0,29.87125,0.0,Durham
10/19/2017,1,56.375,77.75,47.791666666666664,1.0,0.0,29.795833333333334,0.0,Clayton
10/19/2017,2,56.375,77.75,47.791666666666664,1.0,0.0,29.795833333333334,0.0,Durham
10/24/2016,1,61.916666666666664,59.833333333333336,46.375,6.041666666666667,0.9166666666666666,29.655416666666667,0.0,Clayton
10/24/2016,2,61.916666666666664,59.833333333333336,46.375,6.041666666666667,0.9166666666666666,29.655416666666667,0.0,Durham
10/24/2017,1,62.625,85.625,57.791666666666664,6.75,0.875,29.360833333333332,0.0,Clayton
10/24/2017,2,62.625,85.625,57.791666666666664,6.75,0.875,29.360833333333332,0.0,Durham
10/26/2016,1,52.458333333333336,71.16666666666667,41.625,1.7916666666666667,0.0,29.900833333333335,0.0,Clayton
10/26/2016,2,52.458333333333336,71.16666666666667,41.625,1.7916666666666667,0.0,29.900833333333335,0.0,Durham
10/03/2017,1,62.75,70.5,51.416666666666664,6.375,0.0,30.015,0.0,Clayton
10/03/2017,2,62.75,70.5,51.416666666666664,6.375,0.0,30.015,0.0,Durham
10/04/2016,1,67.375,77.66666666666667,59.458333333333336,8.166666666666666,2.3333333333333335,29.679166666666664,0.0,Clayton
10/04/2016,2,67.375,77.66666666666667,59.458333333333336,8.166666666666666,2.3333333333333335,29.679166666666664,0.0,Durham
10/04/2017,1,64.08333333333333,75.625,54.375,2.375,0.0,29.940416666666668,0.0,Clayton
